dataset,tokenizer,sequence_length
text8,bpe_32000,216
text8,bpe_32000,203
text8,bpe_32000,202
text8,bpe_32000,238
text8,bpe_32000,262
text8,bpe_32000,201
text8,bpe_32000,203
text8,bpe_32000,216
text8,bpe_32000,205
text8,bpe_32000,212
text8,bpe_32000,201
text8,bpe_32000,214
text8,bpe_32000,200
text8,bpe_32000,215
text8,bpe_32000,205
text8,bpe_32000,211
text8,bpe_32000,202
text8,bpe_32000,204
text8,bpe_32000,236
text8,bpe_32000,212
text8,bpe_32000,225
text8,bpe_32000,210
text8,bpe_32000,202
text8,bpe_32000,233
text8,bpe_32000,205
text8,bpe_32000,208
text8,bpe_32000,202
text8,bpe_32000,203
text8,bpe_32000,227
text8,bpe_32000,209
text8,bpe_32000,212
text8,bpe_32000,201
text8,bpe_32000,207
text8,bpe_32000,211
text8,bpe_32000,202
text8,bpe_32000,207
text8,bpe_32000,209
text8,bpe_32000,236
text8,bpe_32000,212
text8,bpe_32000,203
text8,bpe_32000,207
text8,bpe_32000,203
text8,bpe_32000,209
text8,bpe_32000,214
text8,bpe_32000,214
text8,bpe_32000,211
text8,bpe_32000,205
text8,bpe_32000,244
text8,bpe_32000,201
text8,bpe_32000,212
text8,bpe_32000,221
text8,bpe_32000,208
text8,bpe_32000,205
text8,bpe_32000,212
text8,bpe_32000,223
text8,bpe_32000,216
text8,bpe_32000,207
text8,bpe_32000,208
text8,bpe_32000,218
text8,bpe_32000,228
text8,bpe_32000,200
text8,bpe_32000,208
text8,bpe_32000,215
text8,bpe_32000,215
text8,bpe_32000,210
text8,bpe_32000,209
text8,bpe_32000,204
text8,bpe_32000,215
text8,bpe_32000,213
text8,bpe_32000,202
text8,bpe_32000,208
text8,bpe_32000,230
text8,bpe_32000,200
text8,bpe_32000,208
text8,bpe_32000,212
text8,bpe_32000,202
text8,bpe_32000,208
text8,bpe_32000,206
text8,bpe_32000,229
text8,bpe_32000,209
text8,bpe_32000,201
text8,bpe_32000,206
text8,bpe_32000,217
text8,bpe_32000,205
text8,bpe_32000,213
text8,bpe_32000,205
text8,bpe_32000,207
text8,bpe_32000,233
text8,bpe_32000,215
text8,bpe_32000,213
text8,bpe_32000,204
text8,bpe_32000,204
text8,bpe_32000,212
text8,bpe_32000,217
text8,bpe_32000,214
text8,bpe_32000,217
text8,bpe_32000,205
text8,bpe_32000,209
text8,bpe_32000,216
text8,bpe_32000,209
text8,bpe_32000,211
text8,bpe_32000,213
text8,bpe_32000,214
text8,bpe_32000,215
text8,bpe_32000,220
text8,bpe_32000,209
text8,bpe_32000,213
text8,bpe_32000,214
text8,bpe_32000,229
text8,bpe_32000,207
text8,bpe_32000,211
text8,bpe_32000,216
text8,bpe_32000,212
text8,bpe_32000,212
text8,bpe_32000,218
text8,bpe_32000,212
text8,bpe_32000,218
text8,bpe_32000,216
text8,bpe_32000,218
text8,bpe_32000,213
text8,bpe_32000,261
text8,bpe_32000,218
text8,bpe_32000,216
text8,bpe_32000,207
text8,bpe_32000,215
text8,bpe_32000,224
text8,bpe_32000,221
text8,bpe_32000,226
text8,bpe_32000,207
text8,bpe_32000,209
text8,bpe_32000,222
text8,bpe_32000,201
text8,bpe_32000,213
text8,bpe_32000,210
text8,bpe_32000,223
text8,bpe_32000,204
text8,bpe_32000,209
text8,bpe_32000,216
text8,bpe_32000,209
text8,bpe_32000,214
text8,bpe_32000,202
text8,bpe_32000,218
text8,bpe_32000,205
text8,bpe_32000,218
text8,bpe_32000,206
text8,bpe_32000,209
text8,bpe_32000,218
text8,bpe_32000,212
text8,bpe_32000,210
text8,bpe_32000,204
text8,bpe_32000,243
text8,bpe_32000,217
text8,bpe_32000,206
text8,bpe_32000,221
text8,bpe_32000,209
text8,bpe_32000,221
text8,bpe_32000,214
text8,bpe_32000,219
text8,bpe_32000,208
text8,bpe_32000,205
text8,bpe_32000,207
text8,bpe_32000,214
text8,bpe_32000,202
text8,bpe_32000,207
text8,bpe_32000,209
text8,bpe_32000,203
text8,bpe_32000,207
text8,bpe_32000,215
text8,bpe_32000,202
text8,bpe_32000,215
text8,bpe_32000,215
text8,bpe_32000,212
text8,bpe_32000,216
text8,bpe_32000,210
text8,bpe_32000,203
text8,bpe_32000,205
text8,bpe_32000,226
text8,bpe_32000,214
text8,bpe_32000,202
text8,bpe_32000,213
text8,bpe_32000,201
text8,bpe_32000,201
text8,bpe_32000,215
text8,bpe_32000,204
text8,bpe_32000,207
text8,bpe_32000,214
text8,bpe_32000,213
text8,bpe_32000,213
text8,bpe_32000,205
text8,bpe_32000,211
text8,bpe_32000,202
text8,bpe_32000,215
text8,bpe_32000,209
text8,bpe_32000,218
text8,bpe_32000,204
text8,bpe_32000,229
text8,bpe_32000,217
text8,bpe_32000,216
text8,bpe_32000,212
text8,bpe_32000,217
text8,bpe_32000,220
text8,bpe_32000,217
text8,bpe_32000,209
text8,bpe_32000,223
text8,bpe_32000,215
text8,bpe_32000,209
text8,bpe_32000,207
text8,bpe_32000,206
text8,bpe_32000,231
text8,bpe_32000,212
text8,bpe_32000,215
text8,bpe_32000,225
text8,bpe_32000,206
text8,bpe_32000,207
text8,bpe_32000,201
text8,bpe_32000,216
text8,bpe_32000,214
text8,bpe_32000,213
text8,bpe_32000,209
text8,bpe_32000,208
text8,bpe_32000,214
text8,bpe_32000,219
text8,bpe_32000,210
text8,bpe_32000,223
text8,bpe_32000,201
text8,bpe_32000,214
text8,bpe_32000,220
text8,bpe_32000,228
text8,bpe_32000,216
text8,bpe_32000,208
text8,bpe_32000,221
text8,bpe_32000,212
text8,bpe_32000,226
text8,bpe_32000,200
text8,bpe_32000,206
text8,bpe_32000,237
text8,bpe_32000,228
text8,bpe_32000,210
text8,bpe_32000,213
text8,bpe_32000,247
text8,bpe_32000,206
text8,bpe_32000,226
text8,bpe_32000,218
text8,bpe_32000,204
text8,bpe_32000,229
text8,bpe_32000,218
text8,bpe_32000,229
text8,bpe_32000,212
text8,bpe_32000,205
text8,bpe_32000,246
text8,bpe_32000,209
text8,bpe_32000,220
text8,bpe_32000,251
text8,bpe_32000,220
text8,bpe_32000,211
text8,bpe_32000,206
text8,bpe_32000,208
text8,bpe_32000,204
text8,bpe_32000,211
text8,bpe_32000,201
text8,bpe_32000,267
text8,bpe_32000,207
text8,bpe_32000,204
text8,bpe_32000,211
text8,bpe_32000,208
text8,bpe_32000,209
text8,bpe_32000,202
text8,bpe_32000,212
text8,bpe_32000,214
text8,bpe_32000,213
text8,bpe_32000,219
text8,bpe_32000,208
text8,bpe_32000,207
text8,bpe_32000,205
text8,bpe_32000,209
text8,bpe_32000,202
text8,bpe_32000,206
text8,bpe_32000,207
text8,bpe_32000,212
text8,bpe_32000,229
text8,bpe_32000,204
text8,bpe_32000,213
text8,bpe_32000,222
text8,bpe_32000,209
text8,bpe_32000,205
text8,bpe_32000,208
text8,bpe_32000,235
text8,bpe_32000,212
text8,bpe_32000,201
text8,bpe_32000,213
text8,bpe_32000,205
text8,bpe_32000,211
text8,bpe_32000,212
text8,bpe_32000,211
text8,bpe_32000,204
text8,bpe_32000,203
text8,bpe_32000,220
text8,bpe_32000,208
text8,bpe_32000,214
text8,bpe_32000,215
text8,bpe_32000,211
text8,bpe_32000,206
text8,bpe_32000,240
text8,bpe_32000,214
text8,bpe_32000,207
text8,bpe_32000,213
text8,bpe_32000,213
text8,bpe_32000,214
text8,bpe_32000,210
text8,bpe_32000,225
text8,bpe_32000,203
text8,bpe_32000,217
text8,bpe_32000,211
text8,bpe_32000,201
text8,bpe_32000,206
text8,bpe_32000,215
text8,bpe_32000,217
text8,bpe_32000,203
text8,bpe_32000,205
text8,bpe_32000,207
text8,bpe_32000,205
text8,bpe_32000,218
text8,bpe_32000,205
text8,bpe_32000,215
text8,bpe_32000,216
text8,bpe_32000,210
text8,bpe_32000,208
text8,bpe_32000,212
text8,bpe_32000,213
text8,bpe_32000,217
text8,bpe_32000,205
text8,bpe_32000,214
text8,bpe_32000,206
text8,bpe_32000,207
text8,bpe_32000,208
text8,bpe_32000,205
text8,bpe_32000,224
text8,bpe_32000,213
text8,bpe_32000,209
text8,bpe_32000,216
text8,bpe_32000,212
text8,bpe_32000,212
text8,bpe_32000,214
text8,bpe_32000,203
text8,bpe_32000,220
text8,bpe_32000,217
text8,bpe_32000,203
text8,bpe_32000,214
text8,bpe_32000,219
text8,bpe_32000,226
text8,bpe_32000,215
text8,bpe_32000,231
text8,bpe_32000,218
text8,bpe_32000,204
text8,bpe_32000,213
text8,bpe_32000,219
text8,bpe_32000,215
text8,bpe_32000,222
text8,bpe_32000,202
text8,bpe_32000,312
text8,bpe_32000,203
text8,bpe_32000,215
text8,bpe_32000,221
text8,bpe_32000,210
text8,bpe_32000,205
text8,bpe_32000,226
text8,bpe_32000,211
text8,bpe_32000,211
text8,bpe_32000,212
text8,bpe_32000,206
text8,bpe_32000,209
text8,bpe_32000,216
text8,bpe_32000,213
text8,bpe_32000,213
text8,bpe_32000,205
text8,bpe_32000,215
text8,bpe_32000,213
text8,bpe_32000,211
text8,bpe_32000,206
text8,bpe_32000,205
text8,bpe_32000,206
text8,bpe_32000,216
text8,bpe_32000,225
text8,bpe_32000,213
text8,bpe_32000,229
text8,bpe_32000,218
text8,bpe_32000,213
text8,bpe_32000,216
text8,bpe_32000,203
text8,bpe_32000,207
text8,bpe_32000,210
text8,bpe_32000,212
text8,bpe_32000,208
text8,bpe_32000,205
text8,bpe_32000,203
text8,bpe_32000,208
text8,bpe_32000,202
text8,bpe_32000,203
text8,bpe_32000,212
text8,bpe_32000,208
text8,bpe_32000,207
text8,bpe_32000,214
text8,bpe_32000,211
text8,bpe_32000,205
text8,bpe_32000,200
text8,bpe_32000,208
text8,bpe_32000,207
text8,bpe_32000,227
text8,bpe_32000,205
text8,bpe_32000,222
text8,bpe_32000,219
text8,bpe_32000,215
text8,bpe_32000,208
text8,bpe_32000,225
text8,bpe_32000,211
text8,bpe_32000,211
text8,bpe_32000,224
text8,bpe_32000,206
text8,bpe_32000,201
text8,bpe_32000,206
text8,bpe_32000,219
text8,bpe_32000,211
text8,bpe_32000,213
text8,bpe_32000,202
text8,bpe_32000,210
text8,bpe_32000,216
text8,bpe_32000,212
text8,bpe_32000,225
text8,bpe_32000,239
text8,bpe_32000,228
text8,bpe_32000,225
text8,bpe_32000,212
text8,bpe_32000,204
text8,bpe_32000,208
text8,bpe_32000,202
text8,bpe_32000,218
text8,bpe_32000,200
text8,bpe_32000,210
text8,bpe_32000,209
text8,bpe_32000,205
text8,bpe_32000,216
text8,bpe_32000,215
text8,bpe_32000,208
text8,bpe_32000,204
text8,bpe_32000,209
text8,bpe_32000,213
text8,bpe_32000,221
text8,bpe_32000,228
text8,bpe_32000,205
text8,bpe_32000,210
text8,bpe_32000,206
text8,bpe_32000,222
text8,bpe_32000,210
text8,bpe_32000,205
text8,bpe_32000,210
text8,bpe_32000,207
text8,bpe_32000,207
text8,bpe_32000,219
text8,bpe_32000,200
text8,bpe_32000,209
text8,bpe_32000,214
text8,bpe_32000,210
text8,bpe_32000,200
text8,bpe_32000,220
text8,bpe_32000,205
text8,bpe_32000,208
text8,bpe_32000,203
text8,bpe_32000,202
text8,bpe_32000,214
text8,bpe_32000,220
text8,bpe_32000,205
text8,bpe_32000,207
text8,bpe_32000,210
text8,bpe_32000,211
text8,bpe_32000,222
text8,bpe_32000,212
text8,bpe_32000,208
text8,bpe_32000,228
text8,bpe_32000,212
text8,bpe_32000,209
text8,bpe_32000,208
text8,bpe_32000,210
text8,bpe_32000,209
text8,bpe_32000,206
text8,bpe_32000,217
text8,bpe_32000,212
text8,bpe_32000,228
text8,bpe_32000,207
text8,bpe_32000,234
text8,bpe_32000,208
text8,bpe_32000,210
text8,bpe_32000,224
text8,bpe_32000,208
text8,bpe_32000,213
text8,bpe_32000,248
text8,bpe_32000,210
text8,bpe_32000,200
text8,bpe_32000,213
text8,bpe_32000,225
text8,bpe_32000,206
text8,bpe_32000,207
text8,bpe_32000,208
text8,bpe_32000,205
text8,bpe_32000,210
text8,bpe_32000,218
text8,bpe_32000,208
text8,bpe_32000,262
text8,bpe_32000,259
text8,bpe_32000,238
text8,bpe_32000,214
text8,bpe_32000,202
text8,bpe_32000,208
text8,bpe_32000,204
text8,bpe_32000,211
text8,bpe_32000,220
text8,bpe_32000,208
text8,bpe_32000,203
text8,bpe_32000,209
text8,bpe_32000,217
text8,bpe_32000,209
text8,bpe_32000,207
text8,bpe_32000,222
text8,bpe_32000,204
text8,bpe_32000,208
text8,bpe_32000,220
text8,bpe_32000,235
text8,bpe_32000,212
text8,bpe_32000,236
text8,bpe_32000,210
text8,bpe_32000,215
text8,bpe_32000,202
text8,bpe_32000,208
text8,bpe_32000,211
text8,bpe_32000,217
text8,bpe_32000,205
text8,bpe_32000,214
text8,bpe_32000,208
text8,bpe_32000,204
text8,bpe_32000,201
text8,bpe_32000,210
text8,bpe_32000,203
text8,bpe_32000,207
text8,bpe_32000,208
text8,bpe_32000,246
text8,bpe_32000,239
text8,bpe_32000,202
text8,bpe_32000,217
text8,bpe_32000,212
text8,bpe_32000,208
text8,bpe_32000,209
text8,bpe_32000,211
text8,bpe_32000,203
text8,bpe_32000,210
text8,bpe_32000,209
text8,bpe_32000,212
text8,bpe_32000,215
text8,bpe_32000,207
text8,bpe_32000,210
text8,bpe_32000,207
text8,bpe_32000,200
text8,bpe_32000,209
text8,bpe_32000,221
text8,bpe_32000,240
text8,bpe_32000,209
text8,bpe_32000,233
text8,bpe_32000,204
text8,bpe_32000,224
text8,bpe_32000,217
text8,bpe_32000,213
text8,bpe_32000,210
text8,bpe_32000,208
text8,bpe_32000,206
text8,bpe_32000,230
text8,bpe_32000,213
text8,bpe_32000,221
text8,bpe_32000,224
text8,bpe_32000,212
text8,bpe_32000,202
text8,bpe_32000,211
text8,bpe_32000,210
text8,bpe_32000,203
text8,bpe_32000,204
text8,bpe_32000,235
text8,bpe_32000,210
text8,bpe_32000,214
text8,bpe_32000,240
text8,bpe_32000,216
text8,bpe_32000,214
text8,bpe_32000,209
text8,bpe_32000,204
text8,bpe_32000,201
text8,bpe_32000,213
text8,bpe_32000,205
text8,bpe_32000,206
text8,bpe_32000,212
text8,bpe_32000,208
text8,bpe_32000,204
text8,bpe_32000,219
text8,bpe_32000,211
text8,bpe_32000,214
text8,bpe_32000,221
text8,bpe_32000,210
text8,bpe_32000,203
text8,bpe_32000,211
text8,bpe_32000,205
text8,bpe_32000,212
text8,bpe_32000,222
text8,bpe_32000,207
text8,bpe_32000,223
text8,bpe_32000,216
text8,bpe_32000,214
text8,bpe_32000,205
text8,bpe_32000,210
text8,bpe_32000,213
text8,bpe_32000,200
text8,bpe_32000,205
text8,bpe_32000,211
text8,bpe_32000,210
text8,bpe_32000,203
text8,bpe_32000,228
text8,bpe_32000,206
text8,bpe_32000,240
text8,bpe_32000,203
text8,bpe_32000,208
text8,bpe_32000,215
text8,bpe_32000,212
text8,bpe_32000,213
text8,bpe_32000,218
text8,bpe_32000,204
text8,bpe_32000,215
text8,bpe_32000,234
text8,bpe_32000,209
text8,bpe_32000,211
text8,bpe_32000,227
text8,bpe_32000,206
text8,bpe_32000,223
text8,bpe_32000,206
text8,bpe_32000,210
text8,bpe_32000,208
text8,bpe_32000,204
text8,bpe_32000,207
text8,bpe_32000,214
text8,bpe_32000,208
text8,bpe_32000,212
text8,bpe_32000,204
text8,bpe_32000,214
text8,bpe_32000,202
text8,bpe_32000,205
text8,bpe_32000,203
text8,bpe_32000,211
text8,bpe_32000,279
text8,bpe_32000,205
text8,bpe_32000,230
text8,bpe_32000,214
text8,bpe_32000,209
text8,bpe_32000,226
text8,bpe_32000,206
text8,bpe_32000,206
text8,bpe_32000,216
text8,bpe_32000,213
text8,bpe_32000,224
text8,bpe_32000,220
text8,bpe_32000,230
text8,bpe_32000,201
text8,bpe_32000,216
text8,bpe_32000,215
text8,bpe_32000,216
text8,bpe_32000,205
text8,bpe_32000,205
text8,bpe_32000,215
text8,bpe_32000,217
text8,bpe_32000,209
text8,bpe_32000,209
text8,bpe_32000,205
text8,bpe_32000,209
text8,bpe_32000,205
text8,bpe_32000,211
text8,bpe_32000,204
text8,bpe_32000,212
text8,bpe_32000,209
text8,bpe_32000,202
text8,bpe_32000,213
text8,bpe_32000,206
text8,bpe_32000,232
text8,bpe_32000,221
text8,bpe_32000,211
text8,bpe_32000,206
text8,bpe_32000,203
text8,bpe_32000,206
text8,bpe_32000,263
text8,bpe_32000,210
text8,bpe_32000,212
text8,bpe_32000,215
text8,bpe_32000,201
text8,bpe_32000,207
text8,bpe_32000,212
text8,bpe_32000,210
text8,bpe_32000,243
text8,bpe_32000,215
text8,bpe_32000,207
text8,bpe_32000,206
text8,bpe_32000,211
text8,bpe_32000,204
text8,bpe_32000,217
text8,bpe_32000,201
text8,bpe_32000,209
text8,bpe_32000,214
text8,bpe_32000,213
text8,bpe_32000,215
text8,bpe_32000,236
text8,bpe_32000,217
text8,bpe_32000,208
text8,bpe_32000,211
text8,bpe_32000,228
text8,bpe_32000,204
text8,bpe_32000,208
text8,bpe_32000,208
text8,bpe_32000,211
text8,bpe_32000,214
text8,bpe_32000,206
text8,bpe_32000,229
text8,bpe_32000,214
text8,bpe_32000,220
text8,bpe_32000,213
text8,bpe_32000,250
text8,bpe_32000,207
text8,bpe_32000,205
text8,bpe_32000,209
text8,bpe_32000,208
text8,bpe_32000,209
text8,bpe_32000,212
text8,bpe_32000,216
text8,bpe_32000,209
text8,bpe_32000,221
text8,bpe_32000,231
text8,bpe_32000,211
text8,bpe_32000,234
text8,bpe_32000,250
text8,bpe_32000,208
text8,bpe_32000,204
text8,bpe_32000,217
text8,bpe_32000,226
text8,bpe_32000,210
text8,bpe_32000,213
text8,bpe_32000,205
text8,bpe_32000,212
text8,bpe_32000,205
text8,bpe_32000,212
text8,bpe_32000,209
text8,bpe_32000,210
text8,bpe_32000,254
text8,bpe_32000,219
text8,bpe_32000,210
text8,bpe_32000,220
text8,bpe_32000,229
text8,bpe_32000,205
text8,bpe_32000,203
text8,bpe_32000,205
text8,bpe_32000,213
text8,bpe_32000,210
text8,bpe_32000,203
text8,bpe_32000,228
text8,bpe_32000,221
text8,bpe_32000,215
text8,bpe_32000,218
text8,bpe_32000,216
text8,bpe_32000,215
text8,bpe_32000,206
text8,bpe_32000,201
text8,bpe_32000,238
text8,bpe_32000,207
text8,bpe_32000,201
text8,bpe_32000,222
text8,bpe_32000,234
text8,bpe_32000,210
text8,bpe_32000,230
text8,bpe_32000,209
text8,bpe_32000,203
text8,bpe_32000,207
text8,bpe_32000,211
text8,bpe_32000,210
text8,bpe_32000,208
text8,bpe_32000,200
text8,bpe_32000,206
text8,bpe_32000,215
text8,bpe_32000,206
text8,bpe_32000,211
text8,bpe_32000,214
text8,bpe_32000,203
text8,bpe_32000,211
text8,bpe_32000,219
text8,bpe_32000,305
text8,bpe_32000,205
text8,bpe_32000,212
text8,bpe_32000,209
text8,bpe_32000,206
text8,bpe_32000,224
text8,bpe_32000,217
text8,bpe_32000,224
text8,bpe_32000,217
text8,bpe_32000,208
text8,bpe_32000,215
text8,bpe_32000,219
text8,bpe_32000,203
text8,bpe_32000,213
text8,bpe_32000,223
text8,bpe_32000,222
text8,bpe_32000,216
text8,bpe_32000,210
text8,bpe_32000,202
text8,bpe_32000,203
text8,bpe_32000,218
text8,bpe_32000,207
text8,bpe_32000,205
text8,bpe_32000,214
text8,bpe_32000,207
text8,bpe_32000,206
text8,bpe_32000,206
text8,bpe_32000,204
text8,bpe_32000,217
text8,bpe_32000,242
text8,bpe_32000,223
text8,bpe_32000,207
text8,bpe_32000,208
text8,bpe_32000,204
text8,bpe_32000,210
text8,bpe_32000,211
text8,bpe_32000,217
text8,bpe_32000,211
text8,bpe_32000,208
text8,bpe_32000,220
text8,bpe_32000,205
text8,bpe_32000,210
text8,bpe_32000,211
text8,bpe_32000,211
text8,bpe_32000,205
text8,bpe_32000,214
text8,bpe_32000,203
text8,bpe_32000,233
text8,bpe_32000,210
text8,bpe_32000,229
text8,bpe_32000,202
text8,bpe_32000,212
text8,bpe_32000,219
text8,bpe_32000,207
text8,bpe_32000,208
text8,bpe_32000,203
text8,bpe_32000,203
text8,bpe_32000,205
text8,bpe_32000,200
text8,bpe_32000,208
text8,bpe_32000,209
text8,bpe_32000,210
text8,bpe_32000,226
text8,bpe_32000,206
text8,bpe_32000,217
text8,bpe_32000,216
text8,bpe_32000,210
text8,bpe_32000,203
text8,bpe_32000,200
text8,bpe_32000,209
text8,bpe_32000,200
text8,bpe_32000,204
text8,bpe_32000,218
text8,bpe_32000,204
text8,bpe_32000,208
text8,bpe_32000,217
text8,bpe_32000,207
text8,bpe_32000,210
text8,bpe_32000,216
text8,bpe_32000,218
text8,bpe_32000,203
text8,bpe_32000,201
text8,bpe_32000,210
text8,bpe_32000,204
text8,bpe_32000,224
text8,bpe_32000,228
text8,bpe_32000,204
text8,bpe_32000,218
text8,bpe_32000,202
text8,bpe_32000,208
text8,bpe_32000,206
text8,bpe_32000,206
text8,bpe_32000,211
text8,bpe_32000,217
text8,bpe_32000,209
text8,bpe_32000,201
text8,bpe_32000,203
text8,bpe_32000,202
text8,bpe_32000,224
text8,bpe_32000,212
text8,bpe_32000,209
text8,bpe_32000,207
text8,bpe_32000,207
text8,bpe_32000,204
text8,bpe_32000,201
text8,bpe_32000,209
text8,bpe_32000,205
text8,bpe_32000,203
text8,bpe_32000,217
text8,bpe_32000,213
text8,bpe_32000,210
text8,bpe_32000,207
text8,bpe_32000,204
text8,bpe_32000,222
text8,bpe_32000,218
text8,bpe_32000,207
text8,bpe_32000,215
text8,bpe_32000,207
text8,bpe_32000,214
text8,bpe_32000,292
text8,bpe_32000,216
text8,bpe_32000,203
text8,bpe_32000,219
text8,bpe_32000,209
text8,bpe_32000,205
text8,bpe_32000,204
text8,bpe_32000,218
text8,bpe_32000,212
text8,bpe_32000,265
text8,bpe_32000,220
text8,bpe_32000,213
text8,bpe_32000,235
text8,bpe_32000,212
text8,bpe_32000,206
text8,bpe_32000,210
text8,bpe_32000,221
text8,bpe_32000,208
text8,bpe_32000,238
text8,bpe_32000,201
text8,bpe_32000,214
text8,bpe_32000,225
text8,bpe_32000,202
text8,bpe_32000,349
text8,bpe_32000,213
text8,bpe_32000,216
text8,bpe_32000,217
text8,bpe_32000,216
text8,bpe_32000,211
text8,bpe_32000,212
text8,bpe_32000,208
text8,bpe_32000,205
text8,bpe_32000,204
text8,bpe_32000,207
text8,bpe_32000,208
text8,bpe_32000,217
text8,bpe_32000,211
text8,bpe_32000,211
text8,bpe_32000,210
text8,bpe_32000,211
text8,bpe_32000,204
text8,bpe_32000,206
text8,bpe_32000,219
text8,bpe_32000,204
text8,bpe_32000,219
text8,bpe_32000,216
text8,bpe_32000,217
text8,bpe_32000,214
text8,bpe_32000,228
text8,bpe_32000,205
text8,bpe_32000,235
text8,bpe_32000,217
text8,bpe_32000,227
text8,bpe_32000,210
text8,bpe_32000,204
text8,bpe_32000,211
text8,bpe_32000,215
text8,bpe_32000,232
text8,bpe_32000,206
text8,bpe_32000,217
text8,bpe_32000,207
text8,bpe_32000,210
text8,bpe_32000,208
text8,bpe_32000,211
text8,bpe_32000,247
text8,bpe_32000,210
text8,bpe_32000,213
text8,bpe_32000,207
text8,bpe_32000,212
text8,bpe_32000,212
text8,bpe_32000,206
text8,bpe_32000,231
text8,bpe_32000,205
text8,bpe_32000,219
text8,bpe_32000,203
text8,bpe_32000,208
text8,bpe_32000,205
text8,bpe_32000,202
text8,bpe_32000,208
text8,bpe_32000,208
text8,bpe_32000,214
text8,bpe_32000,215
text8,bpe_32000,208
text8,bpe_32000,221
text8,bpe_32000,211
text8,bpe_32000,206
text8,bpe_32000,205
text8,bpe_32000,214
text8,bpe_32000,210
text8,bpe_32000,200
text8,bpe_32000,215
text8,bpe_32000,208
text8,bpe_32000,205
text8,bpe_32000,202
text8,bpe_32000,209
text8,bpe_32000,208
text8,bpe_32000,208
text8,bpe_32000,202
text8,bpe_32000,211
text8,bpe_32000,208
text8,bpe_32000,206
text8,bpe_32000,213
text8,bpe_32000,264
text8,bpe_32000,226
text8,bpe_32000,227
text8,bpe_32000,238
text8,bpe_32000,211
text8,bpe_32000,213
text8,bpe_32000,207
text8,bpe_32000,285
text8,bpe_32000,210
text8,bpe_32000,204
text8,bpe_32000,215
text8,bpe_32000,208
text8,bpe_32000,219
text8,bpe_32000,205
text8,bpe_32000,202
text8,bpe_32000,211
text8,bpe_32000,221
text8,bpe_32000,215
text8,bpe_32000,210
text8,bpe_32000,204
text8,bpe_32000,204
text8,bpe_32000,203
text8,bpe_32000,208
text8,bpe_32000,228
text8,bpe_32000,232
text8,bpe_32000,212
text8,bpe_32000,211
text8,bpe_32000,207
text8,bpe_32000,219
text8,bpe_32000,207
text8,bpe_32000,203
text8,bpe_32000,211
text8,bpe_32000,210
text8,bpe_32000,208
text8,bpe_32000,292
text8,bpe_32000,215
text8,bpe_32000,218
text8,bpe_32000,207
text8,bpe_32000,208
text8,bpe_32000,212
text8,bpe_32000,200
text8,bpe_32000,205
text8,bpe_32000,209
text8,bpe_32000,213
text8,bpe_32000,205
text8,bpe_32000,212
text8,bpe_32000,222
text8,bpe_32000,207
text8,bpe_32000,394
text8,bpe_32000,203
text8,bpe_32000,240
text8,bpe_32000,219
text8,bpe_32000,205
text8,bpe_32000,213
text8,bpe_32000,208
text8,bpe_32000,212
text8,bpe_32000,215
text8,bpe_32000,208
text8,bpe_32000,207
text8,bpe_32000,210
text8,bpe_32000,209
text8,bpe_32000,208
text8,bpe_32000,201
text8,bpe_32000,211
text8,bpe_32000,275
text8,bpe_32000,215
text8,bpe_32000,206
text8,bpe_32000,203
text8,bpe_32000,214
text8,bpe_32000,217
text8,bpe_32000,208
text8,bpe_32000,211
text8,bpe_32000,229
text8,bpe_32000,209
text8,bpe_32000,207
text8,bpe_32000,203
text8,bpe_32000,257
text8,bpe_32000,227
text8,bpe_32000,217
text8,bpe_32000,206
text8,bpe_32000,210
text8,bpe_32000,216
text8,bpe_32000,216
text8,bpe_32000,216
text8,bpe_32000,207
text8,bpe_32000,211
text8,bpe_32000,218
text8,bpe_32000,205
text8,bpe_32000,214
text8,bpe_32000,220
text8,bpe_32000,207
text8,bpe_32000,206
text8,bpe_32000,209
text8,bpe_32000,216
text8,bpe_32000,211
text8,bpe_32000,207
text8,bpe_32000,213
text8,bpe_32000,208
text8,bpe_32000,219
text8,bpe_32000,209
text8,bpe_32000,200
text8,bpe_32000,207
text8,bpe_32000,214
text8,bpe_32000,211
text8,bpe_32000,212
text8,bpe_32000,209
text8,bpe_32000,222
text8,bpe_32000,225
text8,bpe_32000,205
text8,bpe_32000,206
text8,bpe_32000,204
text8,bpe_32000,231
text8,bpe_32000,232
text8,bpe_32000,245
text8,bpe_32000,211
text8,bpe_32000,206
text8,bpe_32000,206
text8,bpe_32000,213
text8,bpe_32000,212
text8,bpe_32000,217
text8,bpe_32000,208
text8,bpe_32000,222
text8,bpe_32000,203
text8,bpe_32000,217
text8,bpe_32000,216
text8,bpe_32000,217
text8,bpe_32000,230
text8,bpe_32000,217
text8,bpe_32000,201
text8,bpe_32000,207
text8,bpe_32000,230
text8,bpe_32000,210
text8,bpe_32000,208
text8,bpe_32000,241
text8,bpe_32000,208
text8,bpe_32000,213
text8,bpe_32000,207
text8,bpe_32000,213
text8,bpe_32000,204
text8,bpe_32000,208
text8,bpe_32000,232
text8,bpe_32000,207
text8,bpe_32000,210
text8,bpe_32000,201
text8,bpe_32000,240
text8,bpe_32000,214
text8,bpe_32000,218
text8,bpe_32000,204
text8,bpe_32000,240
text8,bpe_32000,211
text8,bpe_32000,252
text8,bpe_32000,205
text8,bpe_32000,221
